WEEK,Race,Education,Maritial_Status,Gender,Num_Household,THHLD_NUMKID,Work_Loss,ANYWORK,Food_Sufficiency_Last7Days,ANXIOUS,INTEREST,Depressed_Last2Weeks,Mental_Prescription,Health_Insurance,SEEING,HEARING,REMEMBERING,MOBILITY,Housing,RENTCUR,MORTCUR,MORTCONF,TMNTHSBHND,RENTASSIST,EVICT,FORCLOSE,ENRGY_BILL,INCOME,Income2,EXPNS_DIF
Dec 29 - Jan 10,White,6,5,Female,3,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat difficult
Dec 29 - Jan 10,White,6,1,Male,2,0,2,2,1,1,1,1,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$100,000 - $149,999",6,No difficulty
Dec 29 - Jan 10,White,3,1,Female,2,0,2,2,2,3,2,3,2,1,2,1,1,1,2,NA,1,3,NA,NA,NA,NA,4,"$25,000 - $34,999",2,Little difficulty
Dec 29 - Jan 10,White,7,1,Female,4,2,2,1,1,2,1,1,2,1,1,1,2,1,2,NA,1,4,NA,NA,NA,NA,4,NA,NA,No difficulty
Dec 29 - Jan 10,White,5,1,Female,4,1,2,1,1,1,2,2,1,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$50,000 - $74,999",4,No difficulty
Dec 29 - Jan 10,White,5,1,Male,2,0,2,2,1,4,3,2,1,1,3,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,4,"$50,000 - $74,999",4,Little difficulty
Dec 29 - Jan 10,White,6,1,Male,3,1,2,1,1,4,3,3,1,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,NA,NA,No difficulty
Dec 29 - Jan 10,White,4,1,Female,2,0,2,2,1,1,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$75,000 - $99,999",5,No difficulty
Dec 29 - Jan 10,White,7,1,Female,4,2,2,1,1,2,1,1,2,1,1,1,2,1,2,NA,1,4,NA,NA,NA,NA,4,"$200,000 and above",8,No difficulty
Dec 29 - Jan 10,White,6,1,Female,2,0,2,2,1,1,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$100,000 - $149,999",6,No difficulty
Dec 29 - Jan 10,White,6,5,Female,1,0,2,1,1,2,2,2,2,1,1,1,2,1,3,1,NA,4,NA,4,NA,NA,4,"$100,000 - $149,999",6,Little difficulty
Dec 29 - Jan 10,White,6,1,Male,2,0,2,2,1,2,1,2,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$35,000 - $49,999",3,No difficulty
Dec 29 - Jan 10,Asian,7,3,Female,1,0,2,1,2,1,1,1,2,1,2,1,1,1,3,1,NA,4,NA,4,NA,NA,4,"$75,000 - $99,999",5,No difficulty
Dec 29 - Jan 10,White,5,1,Female,2,0,2,2,1,4,3,3,2,1,1,1,1,3,2,NA,1,4,NA,NA,NA,NA,4,"$50,000 - $74,999",4,No difficulty
Dec 29 - Jan 10,White,6,1,Male,3,0,1,2,3,3,3,3,1,2,2,2,3,1,2,NA,1,3,NA,NA,NA,NA,2,"$25,000 - $34,999",2,Very difficult
Dec 29 - Jan 10,White,7,1,Female,3,0,2,1,1,4,2,2,1,3,2,1,2,1,2,NA,1,4,NA,NA,NA,NA,4,"$200,000 and above",8,No difficulty
Dec 29 - Jan 10,Asian,6,5,Male,3,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dec 29 - Jan 10,White,5,1,Male,3,0,2,1,1,3,3,2,2,3,2,1,1,1,2,NA,1,2,NA,NA,NA,NA,2,"$25,000 - $34,999",2,Somewhat difficult
Dec 29 - Jan 10,White,4,5,Male,4,1,2,1,1,3,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No difficulty
Dec 29 - Jan 10,White,4,1,Male,2,0,2,1,1,1,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$50,000 - $74,999",4,Little difficulty
Dec 29 - Jan 10,Black,5,2,Female,3,1,2,1,3,2,2,2,2,1,1,1,2,3,3,1,NA,4,NA,4,NA,NA,4,"$50,000 - $74,999",4,Little difficulty
Dec 29 - Jan 10,White,7,1,Female,2,0,2,2,1,1,1,1,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$200,000 and above",8,No difficulty
Dec 29 - Jan 10,White,7,1,Female,3,1,2,2,1,3,2,2,2,1,2,1,2,1,2,NA,1,4,NA,NA,NA,NA,4,"$75,000 - $99,999",5,No difficulty
Dec 29 - Jan 10,Black,6,1,Female,2,0,2,1,2,2,3,2,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$25,000 - $34,999",2,Little difficulty
Dec 29 - Jan 10,White,3,3,Female,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dec 29 - Jan 10,White,7,5,Trans (and others),3,0,2,1,2,4,4,4,1,1,3,2,3,1,3,1,NA,3,NA,4,NA,NA,3,"$25,000 - $34,999",2,Somewhat difficult
Dec 29 - Jan 10,White,4,5,Male,2,0,2,1,1,2,1,2,1,3,1,1,1,1,2,NA,1,3,NA,NA,NA,NA,4,"$25,000 - $34,999",2,Little difficulty
Dec 29 - Jan 10,White,7,1,Female,4,1,2,1,1,3,1,1,1,1,2,1,2,1,2,NA,1,4,NA,NA,NA,NA,4,"$200,000 and above",8,No difficulty
Dec 29 - Jan 10,White,6,1,Female,4,2,2,2,2,2,2,2,2,1,2,1,2,1,2,NA,1,4,NA,NA,NA,NA,4,"$100,000 - $149,999",6,No difficulty
Dec 29 - Jan 10,White,5,1,Male,2,0,2,1,1,1,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$150,000 - $199,999",7,No difficulty
Dec 29 - Jan 10,White,3,3,Female,2,1,1,2,1,4,4,4,1,1,3,3,3,2,2,NA,1,2,NA,NA,NA,NA,4,"$50,000 - $74,999",4,Very difficult
Dec 29 - Jan 10,White,6,1,Male,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$200,000 and above",8,No difficulty
Dec 29 - Jan 10,White,7,1,Female,3,1,2,1,1,3,1,1,1,1,1,1,2,1,2,NA,1,4,NA,NA,NA,NA,4,"$100,000 - $149,999",6,Little difficulty
Dec 29 - Jan 10,White,5,1,Female,4,2,2,1,2,2,2,2,2,1,1,2,2,2,2,NA,1,4,NA,NA,NA,NA,2,"$75,000 - $99,999",5,Very difficult
Dec 29 - Jan 10,White,6,1,Male,4,2,2,1,1,3,2,2,1,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$75,000 - $99,999",5,No difficulty
Dec 29 - Jan 10,White,6,1,Male,2,0,2,1,1,1,1,1,1,1,1,1,1,1,2,NA,1,5,NA,NA,NA,NA,4,"$100,000 - $149,999",6,No difficulty
Dec 29 - Jan 10,White,1,1,Female,3,1,2,2,1,1,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$35,000 - $49,999",3,No difficulty
Dec 29 - Jan 10,White,6,1,Female,2,0,2,2,1,3,4,2,2,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$150,000 - $199,999",7,No difficulty
Dec 29 - Jan 10,White,4,5,Female,4,2,2,1,1,2,1,1,1,1,2,1,3,2,2,NA,1,4,NA,NA,NA,NA,4,"$50,000 - $74,999",4,No difficulty
Dec 29 - Jan 10,White,6,1,Female,4,2,2,1,1,1,1,1,2,1,1,2,2,1,2,NA,1,4,NA,NA,NA,NA,4,"$150,000 - $199,999",7,No difficulty
Dec 29 - Jan 10,Black,7,3,Female,1,0,2,2,2,1,1,1,2,2,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$25,000 - $34,999",2,Little difficulty
Dec 29 - Jan 10,Black,4,4,Trans (and others),4,2,1,1,2,4,4,4,2,3,3,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,1,"$35,000 - $49,999",3,Very difficult
Dec 29 - Jan 10,White,7,1,Female,2,0,1,1,1,2,2,1,2,1,2,1,2,2,2,NA,1,4,NA,NA,NA,NA,4,"$75,000 - $99,999",5,No difficulty
Dec 29 - Jan 10,White,4,1,Male,3,1,2,1,1,1,2,2,2,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$75,000 - $99,999",5,No difficulty
Dec 29 - Jan 10,White,3,1,Female,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dec 29 - Jan 10,White,7,1,Female,2,0,2,1,1,3,2,2,2,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$150,000 - $199,999",7,No difficulty
Dec 29 - Jan 10,White,5,1,Male,2,0,2,1,2,1,2,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$50,000 - $74,999",4,Little difficulty
Dec 29 - Jan 10,White,6,1,Male,3,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No difficulty
Dec 29 - Jan 10,Black,5,1,Female,3,0,2,NA,1,1,1,1,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,"$25,000 - $34,999",2,NA
Dec 29 - Jan 10,White,6,1,Female,2,0,2,2,1,3,2,3,1,1,2,2,2,2,2,NA,1,4,NA,NA,NA,NA,4,"$75,000 - $99,999",5,No difficulty
Dec 29 - Jan 10,Black,3,1,Female,6,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dec 29 - Jan 10,White,7,1,Male,2,0,2,2,1,2,1,2,2,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$35,000 - $49,999",3,Little difficulty
Dec 29 - Jan 10,White,7,1,Male,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dec 29 - Jan 10,White,2,5,Female,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dec 29 - Jan 10,White,3,1,Male,3,1,1,2,2,4,4,3,2,0,1,1,2,1,2,NA,2,3,0,NA,NA,4,4,"$75,000 - $99,999",5,Very difficult
Dec 29 - Jan 10,White,6,5,Male,1,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No difficulty
Dec 29 - Jan 10,White,5,1,Female,2,0,2,2,1,1,1,1,2,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$100,000 - $149,999",6,No difficulty
Dec 29 - Jan 10,White,7,1,Female,7,4,2,1,2,2,1,2,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,3,"$200,000 and above",8,Little difficulty
Dec 29 - Jan 10,White,4,3,Male,1,0,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,4,"Less than $25,000",1,Somewhat difficult
Dec 29 - Jan 10,White,6,1,Female,3,1,2,1,1,4,4,4,2,1,1,1,2,2,3,1,NA,4,NA,4,NA,NA,4,"$75,000 - $99,999",5,No difficulty
Dec 29 - Jan 10,White,7,1,Female,2,0,2,2,1,3,2,2,2,2,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$75,000 - $99,999",5,No difficulty
Dec 29 - Jan 10,White,4,1,Male,4,2,2,1,1,1,1,1,2,1,1,1,1,1,3,1,NA,4,NA,4,NA,NA,4,"$100,000 - $149,999",6,No difficulty
Dec 29 - Jan 10,White,6,1,Male,2,0,2,1,1,4,4,3,1,1,1,1,3,1,3,1,NA,4,NA,4,NA,NA,4,"$150,000 - $199,999",7,Somewhat difficult
Dec 29 - Jan 10,White,4,3,Female,2,0,2,2,1,2,2,2,1,3,3,1,2,2,2,NA,1,4,NA,NA,NA,NA,4,"Less than $25,000",1,Little difficulty
Dec 29 - Jan 10,Black,5,2,Female,2,0,2,2,1,1,2,1,2,1,1,1,2,2,2,NA,1,4,NA,NA,NA,NA,4,"$25,000 - $34,999",2,No difficulty
Dec 29 - Jan 10,White,4,1,Male,6,2,2,1,2,2,1,1,2,1,1,1,1,1,2,NA,1,2,NA,NA,NA,NA,2,"$100,000 - $149,999",6,Little difficulty
Dec 29 - Jan 10,White,6,3,Female,3,0,2,1,2,2,2,2,2,1,3,1,2,3,3,1,NA,2,NA,4,NA,NA,4,"$25,000 - $34,999",2,Little difficulty
Dec 29 - Jan 10,White,7,5,Female,1,0,2,1,1,2,1,2,2,1,1,1,2,1,3,1,NA,4,NA,4,NA,NA,4,"$50,000 - $74,999",4,Little difficulty
Dec 29 - Jan 10,White,7,1,Female,4,1,2,1,1,2,1,1,2,1,1,2,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$200,000 and above",8,No difficulty
Dec 29 - Jan 10,Black,6,5,Female,1,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Little difficulty
Dec 29 - Jan 10,White,5,3,Female,2,1,2,1,1,1,2,1,2,1,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,4,"Less than $25,000",1,Somewhat difficult
Dec 29 - Jan 10,White,6,1,Male,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dec 29 - Jan 10,White,6,1,Female,2,0,2,2,1,1,1,1,2,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$50,000 - $74,999",4,No difficulty
Dec 29 - Jan 10,White,7,1,Male,2,0,2,1,1,4,4,3,2,1,1,1,1,2,2,NA,1,3,NA,NA,NA,NA,4,"$200,000 and above",8,Somewhat difficult
Dec 29 - Jan 10,White,3,1,Male,2,0,2,2,1,2,1,1,2,1,2,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$100,000 - $149,999",6,No difficulty
Dec 29 - Jan 10,White,4,1,Female,4,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No difficulty
Dec 29 - Jan 10,Black,3,5,Male,2,0,2,1,2,3,3,3,2,1,3,1,2,2,2,NA,1,2,NA,NA,NA,NA,3,"$50,000 - $74,999",4,Little difficulty
Dec 29 - Jan 10,White,6,1,Female,2,0,2,2,1,2,2,2,2,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$75,000 - $99,999",5,Little difficulty
Dec 29 - Jan 10,Black,4,5,Female,4,2,2,1,3,2,4,1,2,2,2,1,2,1,3,1,NA,1,NA,4,NA,NA,2,"$25,000 - $34,999",2,Very difficult
Dec 29 - Jan 10,White,4,1,Male,2,0,2,2,1,1,1,1,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,4,"$25,000 - $34,999",2,Very difficult
Dec 29 - Jan 10,Black,4,1,Female,2,0,2,2,1,1,1,1,2,3,1,1,1,3,3,1,NA,2,NA,4,NA,NA,2,"Less than $25,000",1,Little difficulty
Dec 29 - Jan 10,Black,7,5,Female,1,0,2,1,1,3,2,2,2,1,1,2,1,1,3,1,NA,4,NA,4,NA,NA,4,"$25,000 - $34,999",2,Little difficulty
Dec 29 - Jan 10,White,6,1,Male,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$25,000 - $34,999",2,Little difficulty
Dec 29 - Jan 10,White,6,5,Female,3,0,1,1,2,3,1,2,1,2,1,1,3,1,3,1,NA,2,NA,4,NA,NA,4,"Less than $25,000",1,Very difficult
Dec 29 - Jan 10,White,7,1,Male,2,0,2,2,1,1,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$75,000 - $99,999",5,No difficulty
Dec 29 - Jan 10,White,4,4,Female,4,3,2,2,1,4,3,3,2,2,1,3,3,2,3,1,NA,1,NA,1,NA,NA,1,"Less than $25,000",1,Very difficult
Dec 29 - Jan 10,White,5,4,Female,3,1,2,1,2,4,4,4,1,1,2,1,3,2,2,NA,1,3,NA,NA,NA,NA,3,"$50,000 - $74,999",4,Very difficult
Dec 29 - Jan 10,White,6,1,Female,3,0,2,1,1,2,1,2,2,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$50,000 - $74,999",4,No difficulty
Dec 29 - Jan 10,White,4,2,Female,1,0,2,2,1,2,1,1,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No difficulty
Dec 29 - Jan 10,White,6,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dec 29 - Jan 10,Black,3,3,Female,6,3,2,1,2,1,1,1,2,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$25,000 - $34,999",2,No difficulty
Dec 29 - Jan 10,Black,3,4,Female,2,0,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat difficult
Dec 29 - Jan 10,White,3,1,Female,4,0,2,1,1,1,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$75,000 - $99,999",5,No difficulty
Dec 29 - Jan 10,White,4,1,Male,2,0,2,2,1,1,1,1,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$100,000 - $149,999",6,Little difficulty
Dec 29 - Jan 10,White,7,1,Male,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$200,000 and above",8,No difficulty
Dec 29 - Jan 10,White,6,1,Female,2,0,2,1,1,2,2,3,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$25,000 - $34,999",2,Little difficulty
Dec 29 - Jan 10,Black,7,5,Male,1,0,2,1,2,1,2,1,1,1,1,1,2,1,3,1,NA,2,NA,4,NA,NA,3,"$35,000 - $49,999",3,Somewhat difficult
Dec 29 - Jan 10,White,5,1,Female,3,0,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$150,000 - $199,999",7,No difficulty
Dec 29 - Jan 10,White,4,3,Female,2,1,2,1,1,1,1,1,1,1,2,2,2,1,3,1,NA,4,NA,4,NA,NA,4,"$50,000 - $74,999",4,No difficulty
Dec 29 - Jan 10,White,2,5,Male,7,5,1,1,3,1,1,1,2,3,1,1,1,1,3,1,NA,3,NA,3,NA,NA,2,"Less than $25,000",1,Little difficulty
Dec 29 - Jan 10,White,7,1,Female,2,0,2,1,1,4,2,2,2,1,1,1,2,1,2,NA,1,4,NA,NA,NA,NA,4,"$75,000 - $99,999",5,Somewhat difficult
Dec 29 - Jan 10,White,7,3,Female,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$50,000 - $74,999",4,Little difficulty
Dec 29 - Jan 10,Asian,7,1,Male,3,1,2,1,1,1,1,1,2,1,1,1,1,1,3,1,NA,4,NA,4,NA,NA,4,"$100,000 - $149,999",6,No difficulty
Dec 29 - Jan 10,White,6,1,Male,2,0,2,2,1,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$100,000 - $149,999",6,No difficulty
Dec 29 - Jan 10,White,5,1,Female,6,0,2,1,1,4,3,2,2,1,1,1,2,1,2,NA,1,4,NA,NA,NA,NA,4,"$100,000 - $149,999",6,Little difficulty
Dec 29 - Jan 10,White,7,1,Male,3,0,1,1,4,2,2,2,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,"$200,000 and above",8,Very difficult
Dec 29 - Jan 10,White,3,1,Male,2,0,2,1,1,1,1,1,2,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,No difficulty
Dec 29 - Jan 10,Black,3,2,Female,2,1,2,NA,3,1,2,1,2,1,1,1,1,1,3,2,NA,2,1,4,4,NA,4,"Less than $25,000",1,Somewhat difficult
Dec 29 - Jan 10,White,6,1,Male,3,0,2,1,1,1,1,1,2,1,1,1,1,1,2,NA,1,3,NA,NA,NA,NA,4,"$50,000 - $74,999",4,Little difficulty
Dec 29 - Jan 10,White,6,1,Male,2,0,2,1,1,2,1,1,2,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$150,000 - $199,999",7,No difficulty
Dec 29 - Jan 10,White,7,1,Female,2,0,2,2,1,1,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$100,000 - $149,999",6,No difficulty
Dec 29 - Jan 10,White,4,1,Female,2,0,2,1,2,1,1,1,2,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$100,000 - $149,999",6,No difficulty
Dec 29 - Jan 10,White,6,1,Male,4,1,2,1,1,1,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No difficulty
Dec 29 - Jan 10,White,7,3,Female,1,0,1,2,1,2,1,1,2,1,2,1,2,1,2,NA,1,3,NA,NA,NA,NA,4,"$50,000 - $74,999",4,Little difficulty
Dec 29 - Jan 10,White,5,1,Female,5,3,2,2,1,2,1,1,2,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$75,000 - $99,999",5,No difficulty
Dec 29 - Jan 10,White,7,1,Male,3,0,2,1,1,1,1,1,2,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,NA,NA,No difficulty
Dec 29 - Jan 10,Black,4,5,Female,3,0,2,1,1,1,1,1,2,1,2,1,1,1,3,2,NA,3,1,4,3,NA,4,"$35,000 - $49,999",3,Little difficulty
Dec 29 - Jan 10,Black,7,5,Trans (and others),1,0,2,1,2,2,2,2,2,1,1,1,1,1,3,1,NA,4,NA,4,NA,NA,4,"$35,000 - $49,999",3,Little difficulty
Dec 29 - Jan 10,Black,4,5,Male,4,1,2,2,1,2,1,1,2,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$25,000 - $34,999",2,No difficulty
Dec 29 - Jan 10,White,6,1,Male,3,2,2,1,2,1,1,1,2,1,1,1,1,1,2,NA,1,3,NA,NA,NA,NA,4,"$75,000 - $99,999",5,Little difficulty
Dec 29 - Jan 10,White,3,1,Female,2,0,2,2,1,2,1,1,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$50,000 - $74,999",4,No difficulty
Dec 29 - Jan 10,White,3,5,Female,1,0,2,1,4,4,4,4,2,3,1,2,3,1,3,1,NA,4,NA,4,NA,NA,4,"Less than $25,000",1,Somewhat difficult
Dec 29 - Jan 10,Black,3,1,Female,6,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat difficult
Dec 29 - Jan 10,White,7,1,Male,4,2,2,1,1,1,1,1,1,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$50,000 - $74,999",4,No difficulty
Dec 29 - Jan 10,White,7,1,Female,2,0,2,1,1,2,1,1,2,1,1,1,1,1,3,1,NA,3,NA,4,NA,NA,4,"$50,000 - $74,999",4,Somewhat difficult
Dec 29 - Jan 10,White,5,3,Female,1,0,2,2,1,1,1,1,2,1,1,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,4,"$35,000 - $49,999",3,No difficulty
Dec 29 - Jan 10,White,6,5,Female,3,0,2,1,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No difficulty
Dec 29 - Jan 10,White,7,1,Male,5,3,2,1,1,3,2,2,1,1,1,3,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$150,000 - $199,999",7,Somewhat difficult
Dec 29 - Jan 10,White,7,4,Male,1,0,2,1,1,1,1,1,2,1,1,1,1,1,3,1,NA,4,NA,4,NA,NA,4,"$200,000 and above",8,No difficulty
Dec 29 - Jan 10,Black,4,1,Male,4,1,2,1,1,2,1,2,2,1,1,1,1,1,3,1,NA,3,NA,1,NA,NA,2,"$75,000 - $99,999",5,Little difficulty
Dec 29 - Jan 10,White,6,1,Male,3,0,2,1,1,1,1,1,2,1,2,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$150,000 - $199,999",7,No difficulty
Dec 29 - Jan 10,White,7,1,Female,2,0,2,2,1,2,1,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$100,000 - $149,999",6,No difficulty
Dec 29 - Jan 10,Black,6,3,Male,1,0,2,1,1,1,1,1,2,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$150,000 - $199,999",7,No difficulty
Dec 29 - Jan 10,White,6,1,Male,2,0,2,1,1,3,3,4,2,1,1,2,3,1,2,NA,1,4,NA,NA,NA,NA,4,"$100,000 - $149,999",6,No difficulty
Dec 29 - Jan 10,White,7,1,Female,4,2,1,1,2,2,2,2,2,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$75,000 - $99,999",5,Somewhat difficult
Dec 29 - Jan 10,Hispanic and other races,5,1,Female,3,1,2,1,2,1,1,1,2,1,2,1,1,3,2,NA,1,4,NA,NA,NA,NA,4,"$200,000 and above",8,Little difficulty
Dec 29 - Jan 10,Asian,6,5,Female,3,0,2,2,1,4,3,4,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$200,000 and above",8,No difficulty
Dec 29 - Jan 10,White,4,3,Male,2,0,2,1,2,2,2,2,2,3,2,3,2,1,3,1,NA,3,NA,4,NA,NA,4,"$35,000 - $49,999",3,Little difficulty
Dec 29 - Jan 10,White,7,1,Male,2,0,2,1,1,1,1,1,2,1,1,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,"$200,000 and above",8,No difficulty
Dec 29 - Jan 10,White,7,5,Female,1,0,2,1,2,2,1,1,2,1,1,1,2,1,3,1,NA,4,NA,4,NA,NA,4,"$35,000 - $49,999",3,Little difficulty
Dec 29 - Jan 10,White,4,1,Female,2,0,2,1,1,1,1,2,2,1,2,2,1,2,3,1,NA,4,NA,4,NA,NA,4,"$100,000 - $149,999",6,Little difficulty
Dec 29 - Jan 10,White,6,3,Female,1,0,2,1,1,1,1,1,2,1,2,1,1,1,2,NA,1,4,NA,NA,NA,NA,4,NA,NA,No difficulty
Dec 29 - Jan 10,White,7,1,Female,2,0,2,1,1,1,1,1,2,1,1,1,1,2,2,NA,1,4,NA,NA,NA,NA,4,"$100,000 - $149,999",6,No difficulty
Dec 29 - Jan 10,Hispanic and other races,6,5,Female,1,0,2,1,1,3,2,3,2,1,2,1,2,1,3,1,NA,4,NA,4,NA,NA,4,"$35,000 - $49,999",3,Little difficulty
Dec 29 - Jan 10,White,6,2,Female,1,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Little difficulty
Dec 29 - Jan 10,White,3,1,NA,2,0,2,2,1,1,1,1,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,4,"$75,000 - $99,999",5,No difficulty
